,title,mean,median,max,range,var,std,75q,25q,95q,97q,99q,iqr,cv,3sigma_cnt,5sigma_cnt,7sigma_cnt,3iqr_cnt,6iqr_cnt,skew,kurt,flag
0,0_0_original,0.015364610446515006,0.005409058703044154,0.46767441269547666,0.46767441269547666,0.0012683618401431878,0.03561406800890889,0.013753294609555879,0.0012496876676472352,0.06268055672361009,0.08747813673530647,0.16456865489328873,0.012503606941908644,2.317928471592774,0.016252614623997495,0.008187827876645674,0.004552521783872663,0.11188912875694902,0.06703504435073433,6.581212971633358,57.69192075521639,0
1,10000_0_original,0.07641336734343386,0.026787242520475745,4.821436576907731,4.821436576907731,0.02299561372512314,0.15164304707148013,0.072018057743653,0.011064068940276799,0.32232516345829954,0.42775930782575067,0.7308743137394643,0.0609539888033762,1.9845094169182782,0.019541168443306004,0.0072034988422948285,0.00319906936164025,0.12027829666334829,0.0712072571895169,6.276690718929812,72.86140953121355,0
2,10001_0_original,0.10120409199836265,0.06119533544788489,4.974857868921307,4.974857868921307,0.015459979869261203,0.1243381673874165,0.13592191473768464,0.022569170276236637,0.32170974934772073,0.39023622625442506,0.5637023784538544,0.113352744461448,1.2285883399796536,0.01709153141463742,0.00463082068433239,0.0015436068947774634,0.056185053858457956,0.016834263598841177,4.824578934217649,73.72577177244666,0
3,10002_0_original,0.17180693867984154,0.08200290624494487,6.34394149989768,6.34394149989768,0.06387404921544687,0.25273315812422964,0.19921435332929818,0.03655704185959531,0.6407685678393825,0.8087253904489404,1.239649295252497,0.16265731146970286,1.4710299832254874,0.02167760987013568,0.006040200892607465,0.0017896891533651749,0.09319806266149148,0.04320980749656044,4.449583038699835,39.73979379969749,0
4,10003_0_original,0.032059863122415364,0.02168366020968851,0.9818082649055179,0.9818082649055179,0.001377885367701991,0.03711987833630373,0.04034917123608617,0.01122452525775687,0.0922602366673833,0.11096871095403282,0.15861960987451387,0.029124645978329297,1.1578302188804588,0.013691122023243588,0.004216955067616693,0.0022035547700808714,0.06296350152682856,0.01966420957259986,6.03415257367027,78.49412078675844,0
5,10004_0_original,0.13939955639192073,0.05658233583061911,3.3067188337417335,3.3067188337417335,0.041960619086748946,0.20484291319630502,0.1722834336404438,0.020591737269741166,0.5539262803283878,0.6821062496156098,0.9283350481605668,0.15169169637070262,1.4694660334527236,0.022024362143600183,0.004127470609948435,0.0016219057952371898,0.0919564658113444,0.03730383329045536,3.3485688331068943,18.852907546349343,0
6,10005_0_original,0.18001758444037122,0.12325655848455794,4.309690428205103,4.309690428205103,0.03632164784958791,0.19058239123693435,0.23174636960537448,0.05945122214437473,0.5280779973926748,0.6428280578519133,0.9341305481803946,0.17229514746099975,1.0586876378183077,0.019843178487936375,0.004888088500128634,0.001532421337568931,0.05987628773727363,0.020089260746524087,3.2185589165519803,19.765872505831506,0
7,10006_0_original,0.08287783405408954,0.026916932269316674,2.191787368154695,2.191787368154695,0.024934845668958868,0.15790771250625749,0.09147341006472756,0.0,0.3586332863845854,0.46794555869874904,0.763021236704003,0.09147341006472756,1.905306941337298,0.021263744253419984,0.007214684399503362,0.003154327132806121,0.10011073701636447,0.04834397825527679,4.471308798267245,29.61759135219426,0
8,10007_0_original,0.046669645165643155,0.029185240916441067,1.881588725421972,1.881588725421972,0.0031612531568928886,0.056225022515717045,0.05303339275332527,0.01691493629512879,0.14800265247613864,0.19087740925929353,0.2844936736045659,0.036118456458196474,1.204745018226714,0.022606011118443865,0.00620798425073545,0.001979843625910225,0.08799677855952394,0.042885426337513,4.494192921023722,42.51903967758859,0
9,10008_0_original,0.04320259239174124,0.022906332811269366,13.45269566651282,13.45269566651282,0.011877826507837001,0.10898544172428261,0.04706750830206434,0.011272847236781295,0.13741325430268594,0.1821359947088077,0.3109322440863501,0.03579466106528305,2.5226597685632552,0.006923859912081521,0.0025614926007539065,0.0014093802082750751,0.0835561123477366,0.04115166497019049,46.48884272883696,4089.5350440159173,0
10,10009_0_original,0.06037948902323553,0.028593388294589867,1.4552069930074651,1.4552069930074651,0.008216220562514474,0.09064337020717221,0.07427464837551458,0.009067514141519139,0.22479598394061595,0.29198042758569415,0.46361523913499886,0.06520713423399543,1.5012278453083692,0.022896835605865706,0.007102828827418038,0.001979843625910225,0.07930560060849431,0.03518976297804275,3.697644649206456,20.537036842720315,0
11,1000_0_original,0.05142638963426146,0.02291841685571176,5.354390137876376,5.354390137876376,0.026144895113054137,0.16169383140074992,0.047133276836790014,0.011728900585597207,0.15494852817487,0.21649877362690598,0.4537079612877521,0.035404376251192804,3.1441801096809976,0.007662106687844655,0.0037359761076498025,0.0023265958993747273,0.09533450408832116,0.05084954306998803,17.412201945939266,393.27411364381317,0
12,10010_0_original,0.2156548833811797,0.09974214294916321,4.066112520325206,4.066112520325206,0.08575729269107675,0.29284346106935144,0.2944080253337,0.023228677470816916,0.8068744577105277,0.9751148271463779,1.3380650921989192,0.27117934786288306,1.3579264075914177,0.02051431192044832,0.003881388351360723,0.000749432332971667,0.06975313475240769,0.019787250701893716,2.6673774991019403,11.071190016208144,0
13,10011_0_original,0.04508484696427331,0.022569177765083073,1.807999162263537,1.807999162263537,0.004936465294840992,0.07025998359550756,0.04589689782203046,0.01264659753696475,0.1634672248611686,0.21669139108598373,0.35233344741008965,0.033250300285065704,1.5583946342589083,0.02137559982550531,0.007237055513920426,0.002807574859341618,0.10938356394223778,0.060525050055368505,5.257100894789327,46.43551198301102,0
14,10012_0_original,0.13266699032804238,0.06936864366082407,8.932502093896199,8.932502093896199,0.045511480720853904,0.2133341996044092,0.15079850805972958,0.03275561417881003,0.44657018649616004,0.5750412372288501,0.9121854822075837,0.11804289388091954,1.6080428076110191,0.014977461102224808,0.0053466963456784596,0.0028187604165501503,0.08826523193252872,0.039485016946119174,8.437506858482232,153.93705862838024,0
15,10013_0_original,0.15893877572130688,0.05545233520876391,5.6204904414551615,5.6204904414551615,0.07919518527920921,0.2814163912767151,0.1528436699101048,0.025308940589096,0.7030144097585418,0.9204382746283307,1.3778690864001137,0.12753472932100882,1.770596193405743,0.024988534803861255,0.006700148767910873,0.0020581425263699513,0.12669880650104584,0.07480900661066431,4.223318317814827,27.263633043426104,0
16,10014_0_original,0.12061550769165098,0.018711197497031384,7.1153318649686295,7.1153318649686295,0.05611050470207642,0.23687656005201618,0.14583187294941047,0.004025022590261781,0.5252739697810666,0.6819560806632358,1.1055014760524238,0.1418068503591487,1.963898047484758,0.019630652900974262,0.0064652520665316945,0.0025503070435453743,0.09379089719354369,0.043187436382143375,5.108131718562093,49.86341354802517,0
17,10015_0_original,0.10228893048621715,0.043190680468943726,6.847331057153855,6.847130608780844,0.048919644853888514,0.22117785796478026,0.09163605225884498,0.023629631521041028,0.364382534096883,0.517685888410492,1.0510032207328555,0.06800642073780395,2.1622853706011007,0.016487511325376673,0.0077404055883043815,0.004216955067616693,0.11220232435878794,0.06617375644567734,8.38733842886631,110.18783874292922,0
18,10016_0_original,0.12055453730226173,0.002509960456993006,12.408705087377768,12.408705087377768,0.1613376324731789,0.40166856047390476,0.04492987220474241,0.0,0.6962199072581303,0.9966288014494233,1.8243774748437416,0.04492987220474241,3.3318410858880965,0.018590396080580752,0.007225869956711894,0.0036800483216071407,0.17255959105602844,0.13763828145099047,7.855824008020572,98.32839405517464,0
19,10017_0_original,0.13080916551215702,0.05369920706362301,3.6516076822323873,3.6516076822323873,0.03735714876129355,0.1932799750654308,0.15301733352432503,0.02236269509852648,0.5221198004054444,0.6578252569715092,0.925695977942801,0.13065463842579855,1.4775721128460828,0.02397064909788481,0.0047314906992091815,0.0009731434771423138,0.10352233196496684,0.04620753682844711,3.2817809278851184,17.579041024928383,0
20,10018_0_original,0.11046565219318728,0.05101906351873231,5.089217884187652,5.089217884187652,0.04131297996323402,0.20325594693202464,0.1119018489707799,0.023279949993561096,0.4084926698652849,0.5556099957463226,0.9812947062174994,0.08862189897721881,1.839992277206326,0.018400241608035703,0.007706848916678785,0.0038702027941521907,0.10071475710562522,0.056084383843581165,6.373234962047931,64.2455295327567,0
21,10019_0_original,0.0893629826432846,0.03975618516553696,7.637238424476874,7.637238424476874,0.04433711209234406,0.21056379577777387,0.08932177420778771,0.019386445579485042,0.2867968807368609,0.3978872705814837,0.8178613329362043,0.06993532862830266,2.356275378791838,0.012382411829845303,0.005794118634019753,0.0033444816053511705,0.09268352702989899,0.04654310354470308,12.820738552287594,268.68325283481573,0
22,1001_0_original,0.07998450936046247,0.01681949160613029,10.042803188122345,10.042803188122345,0.04100420919424952,0.20249496091075828,0.04490091628716598,0.0080389948360195,0.437964759872351,0.6091184409768832,0.961118967571397,0.03686192145114647,2.53167722762646,0.02319884565049608,0.007069272155792441,0.002304224784957663,0.15852171675932036,0.12192257357300254,7.9892941617729045,175.32078009876003,0
23,10020_0_original,0.1683850159363378,0.04718559551336057,5.855233500971238,5.855233500971238,0.08216436533744972,0.28664327192077915,0.2011872995464343,0.011045911782471038,0.7391528346531936,0.9375744150080735,1.364215546044317,0.19014138776396328,1.7023086664026676,0.023545597923960583,0.005480923032180848,0.0014541224371092047,0.0993613046833928,0.045871970112191136,3.533710441849241,19.975395210633412,0
24,10021_0_original,0.050770447280515274,0.028630181104884075,1.723355725774012,1.723355725774012,0.004149287460988559,0.06441496302093605,0.0657286977267447,0.011122794382525879,0.17300623036479257,0.21243159189064179,0.30308458261276006,0.05460590334421882,1.268749173412488,0.019899106273979037,0.004776232928043311,0.0015883491236115927,0.070032773682621,0.023981834655093345,3.5376940729306723,25.335238114027923,0
